"Timestamp","TZ","WindDir_Mean (deg)","WindSpd_Mean (km/h)","WindSpd_Min (km/h)","WindSpd_Max (km/h)","Temp_Mean (deg)","RH_Mean (%)","MSLP_Mean (hPa)","Rain_Acc (mm)","Rain_Intensity (mm/h)","Hail_Acc (hits/cm2)","Hail_Intensity (hits/cm2hr)","Solar_Mean (W/m2)"
2018/08/04 00:00:00.015,n,325,6.84,3.96,8.28,17,72.3,1018.22,0,0,0,0,0.021744
2018/08/04 00:01:00.000,n,27,2.52,1.44,3.96,17,72.4,1018.22,0,0,0,0,0.029602
2018/08/04 00:02:00.000,n,280,8.28,6.84,9.72,17,72.3,1018.22,0,0,0,0,0.029602
2018/08/04 00:03:00.000,n,290,4.32,2.52,6.84,16.9,72.5,1018.32,0,0,0,0,0.029602
2018/08/04 00:04:00.004,n,343,1.8,1.44,2.52,16.9,72.6,1018.22,0,0,0,0,0.02697
2018/08/04 00:05:00.001,n,304,11.16,9,12.6,16.9,72.5,1018.22,0,0,0,0,0.026093
2018/08/04 00:06:00.000,n,352,3.6,0.72,5.4,16.8,72.8,1018.12,0,0,0,0,0.023499
2018/08/04 00:07:00.011,n,287,3.6,1.8,5.04,16.8,72.9,1018.12,0,0,0,0,0.025253
2018/08/04 00:08:00.008,n,301,4.32,3.96,5.4,16.700002,73.1,1018.12,0,0,0,0,0.028725
2018/08/04 00:09:00.005,n,316,4.32,3.24,5.4,16.700002,73.1,1018.22,0,0,0,0,0.021744
2018/08/04 00:10:00.000,n,1,3.6,2.88,4.32,16.6,73.3,1018.22,0,0,0,0,0.024376
2018/08/04 00:11:00.000,n,315,12.24,11.16,12.96,16.6,73.3,1018.22,0,0,0,0,0.023499
2018/08/04 00:12:00.000,n,324,8.64,6.12,9.36,16.5,73.5,1018.12,0,0,0,0,0.023499
2018/08/04 00:13:00.000,n,311,6.84,4.32,7.56,16.5,73.6,1018.12,0,0,0,0,0.026131
2018/08/04 00:14:00.003,n,340,5.4,4.32,6.48,16.5,73.9,1018.12,0,0,0,0,0.028725
2018/08/04 00:15:00.001,n,300,3.24,2.52,3.96,16.5,73.9,1018.12,0,0,0,0,0.027847
2018/08/04 00:16:00.000,n,333,5.4,4.68,6.12,16.5,74,1018.12,0,0,0,0,0.030479
2018/08/04 00:17:00.012,n,313,11.16,9.72,12.24,16.4,74,1018.12,0,0,0,0,0.033951
2018/08/04 00:18:00.010,n,288,2.52,0.36,4.32,16.4,74.2,1018.12,0,0,0,0,0.025253
2018/08/04 00:19:00.000,n,347,3.6,2.88,4.32,16.4,74.2,1018.12,0,0,0,0,0.028725
2018/08/04 00:20:00.000,n,299,7.56,4.68,9.36,16.4,74.2,1018.12,0,0,0,0,0.027008
2018/08/04 00:21:00.000,n,357,8.28,7.56,9.36,16.4,74.4,1018.12,0,0,0,0,0.031357
2018/08/04 00:22:00.000,n,323,5.04,3.6,7.92,16.4,74.4,1018.12,0,0,0,0,0.027847
2018/08/04 00:23:00.000,n,332,2.52,1.8,3.24,16.4,74.4,1018.12,0,0,0,0,0.026131
2018/08/04 00:24:00.008,n,10,7.92,6.48,8.64,16.4,74.5,1018.12,0,0,0,0,0.025253
2018/08/04 00:25:00.005,n,312,7.56,6.84,8.64,16.4,74.4,1018.12,0,0,0,0,0.023499
2018/08/04 00:26:00.003,n,305,2.88,2.52,3.6,16.4,74.4,1018.22,0,0,0,0,0.024376
2018/08/04 00:27:00.000,n,303,3.24,2.52,4.68,16.4,74.4,1018.22,0,0,0,0,0.027847
2018/08/04 00:28:00.000,n,324,8.64,6.84,10.440002,16.4,74.3,1018.22,0,0,0,0,0.023499
2018/08/04 00:29:00.000,n,309,7.92,5.76,9.36,16.5,74.3,1018.12,0,0,0,0,0.024376
2018/08/04 00:30:00.000,n,332,9,7.56,10.08,16.4,74.4,1018.12,0,0,0,0,0.024376
2018/08/04 00:31:00.004,n,327,6.12,4.68,7.2,16.4,74.3,1018.12,0,0,0,0,0.024376
2018/08/04 00:32:00.002,n,308,7.92,6.84,8.64,16.4,74.5,1018.12,0,0,0,0,0.025253
2018/08/04 00:33:00.000,n,1,5.76,5.04,6.12,16.4,74.5,1018.12,0,0,0,0,0.027008
2018/08/04 00:34:00.000,n,350,6.84,5.76,7.56,16.4,74.5,1018.12,0,0,0,0,0.023499
2018/08/04 00:35:00.010,n,23,4.32,2.16,6.48,16.4,74.6,1018.12,0,0,0,0,0.021782
2018/08/04 00:36:00.008,n,27,2.16,0.72,3.6,16.4,74.6,1018.02,0,0,0,0,0.023499
2018/08/04 00:37:00.000,n,2,2.16,1.08,2.88,16.4,74.7,1018.12,0,0,0,0,0.020866
2018/08/04 00:38:00.001,n,355,5.4,3.96,6.48,16.4,74.7,1018.12,0,0,0,0,0.021782
2018/08/04 00:39:00.000,n,336,5.04,3.96,5.4,16.4,74.8,1018.02,0,0,0,0,0.021782
2018/08/04 00:40:00.000,n,332,5.4,4.32,6.48,16.4,74.8,1018.02,0,0,0,0,0.022659
2018/08/04 00:41:00.008,n,350,5.04,5.04,5.4,16.4,74.9,1018.02,0,0,0,0,0.020866
2018/08/04 00:42:00.006,n,345,4.68,1.44,6.84,16.4,74.8,1018.02,0,0,0,0,0.020866
2018/08/04 00:43:00.004,n,323,8.28,6.48,9.36,16.4,74.7,1018.02,0,0,0,0,0.029602
2018/08/04 00:44:00.003,n,325,6.48,5.04,8.28,16.4,74.6,1018.02,0,0,0,0,0.033951
2018/08/04 00:45:00.016,n,353,7.92,7.56,8.28,16.4,74.6,1018.02,0,0,0,0,0.031357
2018/08/04 00:46:00.000,n,352,2.88,2.52,2.88,16.4,74.4,1018.02,0,0,0,0,0.034828
2018/08/04 00:47:00.000,n,1,4.32,3.96,4.68,16.5,74.2,1018.02,0,0,0,0,0.030479
2018/08/04 00:48:00.000,n,338,6.48,6.12,6.84,16.5,74.3,1018.02,0,0,0,0,0.033951
2018/08/04 00:49:00.004,n,107,0.72,0.36,1.08,16.5,74.1,1018.02,0,0,0,0,0.030479
2018/08/04 00:50:00.002,n,10,3.6,2.52,3.96,16.5,74,1018.02,0,0,0,0,0.03746
2018/08/04 00:51:00.000,n,0,4.68,4.32,5.04,16.5,74,1017.92,0,0,0,0,0.038338
2018/08/04 00:52:00.000,n,24,4.68,4.68,5.04,16.5,74,1017.92,0,0,0,0,0.034828
2018/08/04 00:53:00.009,n,69,2.16,1.08,3.24,16.5,73.8,1017.92,0,0,0,0,0.030479
2018/08/04 00:54:00.007,n,357,7.2,6.84,7.56,16.5,73.9,1017.82,0,0,0,0,0.035706
2018/08/04 00:55:00.000,n,356,5.4,5.04,6.12,16.5,73.8,1017.82,0,0,0,0,0.029602
2018/08/04 00:56:00.000,n,9,7.2,6.48,7.92,16.5,73.8,1017.82,0,0,0,0,0.027847
2018/08/04 00:57:00.000,n,12,6.84,6.84,7.56,16.5,73.8,1017.72,0,0,0,0,0.029602
2018/08/04 00:58:00.000,n,16,7.2,6.84,7.92,16.5,73.7,1017.72,0,0,0,0,0.029602
2018/08/04 00:59:00.008,n,8,7.2,6.84,7.2,16.5,73.8,1017.72,0,0,0,0,0.029602
2018/08/04 01:00:00.006,n,356,5.4,5.04,6.12,16.5,73.8,1017.72,0,0,0,0,0.029602
2018/08/04 01:01:00.002,n,0,3.24,1.8,4.68,16.5,73.7,1017.72,0,0,0,0,0.028763
2018/08/04 01:02:00.000,n,345,4.68,3.96,5.4,16.6,73.7,1017.72,0,0,0,0,0.031357
2018/08/04 01:03:00.013,n,56,2.16,1.44,2.52,16.6,73.6,1017.72,0,0,0,0,0.030479
2018/08/04 01:04:00.000,n,355,6.12,5.04,7.2,16.6,73.3,1017.72,0,0,0,0,0.030479
2018/08/04 01:05:00.000,n,322,4.68,3.96,5.4,16.700002,73.2,1017.72,0,0,0,0,0.029602
2018/08/04 01:06:00.000,n,354,7.92,6.48,8.64,16.700002,73,1017.82,0,0,0,0,0.031357
2018/08/04 01:07:00.002,n,304,4.32,2.88,6.48,16.700002,72.9,1017.82,0,0,0,0,0.029602
2018/08/04 01:08:00.000,n,325,6.48,5.76,7.2,16.700002,72.7,1017.82,0,0,0,0,0.029602
2018/08/04 01:09:00.000,n,320,2.52,1.8,3.24,16.700002,72.6,1017.82,0,0,0,0,0.031357
2018/08/04 01:10:00.009,n,324,6.84,6.48,7.56,16.700002,72.6,1017.82,0,0,0,0,0.027847
2018/08/04 01:11:00.006,n,325,4.68,3.96,5.4,16.8,72.5,1017.82,0,0,0,0,0.029602
2018/08/04 01:12:00.005,n,278,2.88,2.52,3.24,16.8,72.4,1017.82,0,0,0,0,0.032196
