id,loan_status
58645,0.9314119977405374
58646,0.027835913613986824
58647,0.46523650957183316
58648,0.02132038917198567
58649,0.033109315068279604
58650,0.9112112017741514
58651,0.018425823011307726
58652,0.020727892681213778
58653,0.1932732207620578
58654,0.021455997204772773
58655,0.032592178688300055
58656,0.039137644283765455
58657,0.03138517724420707
58658,0.01997217071552873
58659,0.02384951096314837
58660,0.09067282382376557
58661,0.02049616304245193
58662,0.01836732537190959
58663,0.03014337359629432
58664,0.01944662620229666
58665,0.024372245806305565
58666,0.021039898176533317
58667,0.018947731108907698
58668,0.0195163749876857
58669,0.020889368141819978
58670,0.01845395746293786
58671,0.44227795893092914
58672,0.018704974438254043
58673,0.9222411804438607
58674,0.018550979392178424
58675,0.02366292353211301
58676,0.3126264270762067
58677,0.022918724660480144
58678,0.01997196803209396
58679,0.14975678003158557
58680,0.9196547424582123
58681,0.030693081762618715
58682,0.01894988481785842
58683,0.019063017282560477
58684,0.24087236434925394
58685,0.0613109735624974
58686,0.027896720205762268
58687,0.6987938404731141
58688,0.030570254164838495
58689,0.29307809573844246
58690,0.018162213451272904
58691,0.023883793466434475
58692,0.022015654912123456
58693,0.01952787861850283
58694,0.02830399736338253
58695,0.9298499026903927
58696,0.021138712804554954
58697,0.026169137546127985
58698,0.022856140094512298
58699,0.020469712471035156
58700,0.01893715050563101
58701,0.019173982540152165
58702,0.04078615496328876
58703,0.13289148624795996
58704,0.6215899638503868
58705,0.068456731562646
58706,0.028901936946440776
58707,0.02065680400659911
58708,0.03238250725989639
58709,0.9000926656275411
58710,0.05851608292008817
58711,0.9174562057504455
58712,0.08119013170517833
58713,0.01923330776501786
58714,0.024339679883486245
58715,0.020709267361135986
58716,0.16972522034089124
58717,0.0256268404793204
58718,0.04682200589299447
58719,0.022403221659269903
58720,0.018212424392913013
58721,0.049429857345245076
58722,0.17171314930604634
58723,0.02192359045351154
58724,0.02168324212751649
58725,0.02246234992649704
58726,0.022242922879942145
58727,0.04630485396084279
58728,0.06944122813564452
58729,0.029670681309485566
58730,0.019011669067198672
58731,0.020863337377717298
58732,0.2693947413455463
58733,0.01823471540164487
58734,0.04676208857128346
58735,0.02307963970227024
58736,0.08198409335560758
58737,0.02650546377307192
58738,0.9305068575145582
58739,0.050306709902679145
58740,0.9259756750229888
58741,0.03277156774851499
58742,0.01952177360356168
58743,0.021433186080822897
58744,0.020084497064897427
58745,0.021324931117843754
58746,0.032901217746218306
58747,0.019458385437744474
58748,0.03716207588420016
58749,0.023603738814571798
58750,0.021119821566982513
58751,0.0329791222434746
58752,0.8921397742247599
58753,0.018912278414002934
58754,0.03452376074296924
58755,0.12567609009945963
58756,0.022495982558176475
58757,0.027170787587765352
58758,0.020395891795122842
58759,0.01813127574377732
58760,0.018329374994355593
58761,0.021778196118732968
58762,0.018771220823319487
58763,0.9267253104916384
58764,0.018574165542343646
58765,0.022354951147888172
58766,0.020663768775250377
58767,0.022180935926915044
58768,0.9129381321228223
58769,0.019246100313730558
58770,0.03188670353351532
58771,0.0313289837631124
58772,0.02773280170722206
58773,0.02711042238424112
58774,0.023354981078844914
58775,0.9019036744721634
58776,0.897280877940426
58777,0.019325008824651754
58778,0.037550653469611076
58779,0.034899553687460116
58780,0.022723507476239427
58781,0.02569458565617551
58782,0.07968559082692485
58783,0.05465366278827033
58784,0.02020583081029037
58785,0.018915022068103304
58786,0.06080318177497876
58787,0.030722106750642353
58788,0.08659033705993135
58789,0.024518120557205522
58790,0.03016290623655117
58791,0.06841945478717375
58792,0.018142596347922466
58793,0.035880918298708764
58794,0.020569550399060152
58795,0.023120506351174408
58796,0.02252973747140609
58797,0.025746307578284208
58798,0.06378746241185
58799,0.9180731872249184
58800,0.023038868655760616
58801,0.019188221901761254
58802,0.8935597715810463
58803,0.18629772871998995
58804,0.3839912641320298
58805,0.9177132922981758
58806,0.03636215504436838
58807,0.021087996575079676
58808,0.01911145106212017
58809,0.9222211406548864
58810,0.8876792697060858
58811,0.02608722818927109
58812,0.03473487718896438
58813,0.03309614477617316
58814,0.03659541890922674
58815,0.02138530112141926
58816,0.024015434806216346
58817,0.018548711499433407
58818,0.025861851427133792
58819,0.05825198292213085
58820,0.018847882552513406
58821,0.02569076003205327
58822,0.01917918532453916
58823,0.12622595066365555
58824,0.05724748946511858
58825,0.0191345610691417
58826,0.11639147549618903
58827,0.02278868576432884
58828,0.019058959020430297
58829,0.04997359763785389
58830,0.021143679007651156
58831,0.15790559798069997
58832,0.022779979699809258
58833,0.02481771393248139
58834,0.022634608532939207
58835,0.924582142900134
58836,0.02438327519933138
58837,0.06683619795927256
58838,0.020383379357782824
58839,0.01848754870190053
58840,0.02018883498390242
58841,0.9193032375045139
58842,0.01847021560882875
58843,0.019550704336752447
58844,0.03897147762693315
58845,0.0466682067039086
58846,0.01810052291944654
58847,0.910842645495597
58848,0.0447888153861854
58849,0.054266607949109924
58850,0.02498261788417533
58851,0.10380911098219686
58852,0.6261568568391341
58853,0.022885742920828234
58854,0.9315712055150289
58855,0.14138508103228628
58856,0.019206996352201758
58857,0.04162161060748047
58858,0.13985782246009373
58859,0.020327104842827015
58860,0.019360787256827522
58861,0.030382036265476822
58862,0.08725575649758902
58863,0.21652901105741326
58864,0.021884786423366304
58865,0.19475682980970324
58866,0.02931612890857163
58867,0.01808834342751693
58868,0.028851004792900578
58869,0.020033561209837458
58870,0.044666379602075146
58871,0.019079263979929553
58872,0.02238732376644495
58873,0.02343092982513062
58874,0.9155619198152009
58875,0.023523226101772043
58876,0.020357724277042646
58877,0.018452606423138965
58878,0.02731299384558855
58879,0.01996304918622696
58880,0.023723434100490673
58881,0.032353218474893475
58882,0.018792943832652606
58883,0.5991446340849983
58884,0.07889338578858099
58885,0.3965380359739892
58886,0.018429737599446272
58887,0.8872379690495882
58888,0.30815693638302666
58889,0.9240909285893285
58890,0.06401756634440749
58891,0.8823389673304727
58892,0.07414334876094061
58893,0.0331436127289665
58894,0.057932987732413746
58895,0.01926459000893352
58896,0.019174902741321567
58897,0.02557022764738083
58898,0.17173442306447828
58899,0.9176798216864387
58900,0.02392906023177628
58901,0.14420318942229965
58902,0.08687433240471375
58903,0.018743487974475143
58904,0.02835314606111805
58905,0.01926829551321732
58906,0.04784777379318135
58907,0.07946148936549903
58908,0.04424065762169084
58909,0.029627975946778115
58910,0.019985124867998874
58911,0.02928754920821164
58912,0.01931999633417858
58913,0.15764208085858603
58914,0.02443225535236941
58915,0.02337574520062438
58916,0.022121696565447213
58917,0.3391872145414778
58918,0.024072705277532247
58919,0.019558672911562436
58920,0.05370577133253093
58921,0.020675312256322603
58922,0.03581164425111971
58923,0.01899793258149146
58924,0.03219389184783539
58925,0.024327431623310136
58926,0.8726385625795843
58927,0.023540111081931034
58928,0.04341494053990928
58929,0.018519568756574012
58930,0.021343843064518447
58931,0.9204016086278746
58932,0.9291721241886144
58933,0.575213501981876
58934,0.024575841789146485
58935,0.022301052013344994
58936,0.04534347895428793
58937,0.021039185928863544
58938,0.021124792033674844
58939,0.020937706534741446
58940,0.019629066753513225
58941,0.9165854020495626
58942,0.9115755817289183
58943,0.03174052308896863
58944,0.02362467999423251
