id,loan_status
58645,0.9999922980432925
58646,0.0018591571990851615
58647,0.5743292628423028
58648,0.0003430559297690984
58649,0.0001711086372491467
58650,0.9979205390681392
58651,0.0017274750597726265
58652,0.00026323642404073007
58653,0.006645127310943993
58654,0.0024908420181685396
58655,0.02690055975867638
58656,0.008067762479186058
58657,0.0014741833653280755
58658,0.0012591498553952672
58659,0.0027302543268255567
58660,0.03660844428383786
58661,0.0001394599030786569
58662,7.11656799422678e-05
58663,0.006992587738710901
58664,7.01408587901034e-05
58665,0.002078122074675301
58666,0.0011820291263259688
58667,9.194268683210755e-07
58668,0.0011865871492773294
58669,3.920462249599719e-05
58670,6.016818593193223e-05
58671,0.007056038523011882
58672,2.9863014261340328e-06
58673,0.9807093117548071
58674,0.00023090335816818326
58675,0.0005109591723379234
58676,0.010679478635606558
58677,0.019362843716922012
58678,1.1292675594631962e-07
58679,0.0022112661935823233
58680,0.9939686941063922
58681,0.015961490611991157
58682,0.0014373547215338635
58683,0.005324476394754629
58684,0.022132541822350544
58685,0.01365037636993372
58686,0.0014507836896052102
58687,0.0689510089729953
58688,0.00010524750560507627
58689,0.03511592940143917
58690,1.7361118252907926e-07
58691,0.001878652473628197
58692,0.0030430993368930144
58693,3.810811218122753e-05
58694,0.0008824589042532076
58695,0.5687418642615818
58696,0.0033475751042715274
58697,0.0014435240300372243
58698,0.00922552520490211
58699,0.0019900418929350767
58700,8.935645548816588e-05
58701,0.001442489867179614
58702,0.006769231723054596
58703,0.03426966492248618
58704,0.01597424317151308
58705,0.02082558514793282
58706,0.0003711583834877314
58707,0.00018258491218148265
58708,0.005405580827399441
58709,0.9966364839802617
58710,0.0014285972650648782
58711,0.988638118557308
58712,0.015972274517559486
58713,3.452111256876099e-11
58714,0.0028056459420401116
58715,0.0016980900064758632
58716,0.009593022501339083
58717,0.00011059925349124116
58718,0.0626572883768898
58719,0.00015420285838089237
58720,2.749074662025795e-05
58721,0.013335506796188976
58722,0.025263345111971317
58723,0.00121234480858497
58724,0.0011375065432335048
58725,0.02728617086034754
58726,0.0001067373221650315
58727,0.025048577267190685
58728,0.013855907094219456
58729,0.0010727642055945066
58730,6.847542995313347e-06
58731,0.0011600831279071392
58732,0.0009427381497200416
58733,1.7493829009550688e-06
58734,0.00018622040806803852
58735,0.0007687966601382789
58736,0.005874198466620367
58737,0.018965389630149886
58738,0.9968568682670593
58739,0.05329499361307725
58740,0.9841858018999514
58741,0.006886914939336155
58742,0.0003454672150837723
58743,0.004325447280121886
58744,0.0008234529083458018
58745,0.0002054055721142898
58746,0.010992316610139349
58747,0.00030246348829096
58748,0.00126428552270543
58749,0.002177234749188242
58750,0.0010242352455743062
58751,0.012732071397097214
58752,0.9888762106066165
58753,0.0006482526963657659
58754,0.05740252428728601
58755,0.01907600073710732
58756,0.0010056540208018344
58757,0.012318518520022853
58758,0.0007574431365355849
58759,6.508675533065956e-06
58760,0.00011852318035064103
58761,0.004974297895703627
58762,0.0008031114905505725
58763,0.9999995490779048
58764,6.702024735283845e-05
58765,0.015484908919619478
58766,0.0005528071198282107
58767,0.0012217676089874105
58768,0.9981285903764807
58769,0.0010278199941081846
58770,0.00961915373235293
58771,0.016392675754816635
58772,0.0016185862908099332
58773,0.002320526410704074
58774,0.000158372216822539
58775,0.9767140201900316
58776,0.890215893154559
58777,0.0029868029219948726
58778,0.00022006572591793804
58779,0.006061879351087238
58780,0.007916755204939323
58781,0.0002051325457896023
58782,0.001806462345563847
58783,0.020903456308271572
58784,4.298791369048717e-05
58785,1.1531667280667326e-05
58786,0.00461149657064158
58787,0.05116080978642339
58788,0.42549738676651666
58789,0.07052654481452444
58790,0.004710167990592511
58791,0.010747593706068785
58792,1.897533185574898e-05
58793,0.0018345855755994664
58794,0.0005551709878288776
58795,0.01004732618837253
58796,0.006314876448848973
58797,0.0011963064941798755
58798,0.017355607579583706
58799,0.0045743204127970585
58800,0.010479655602703924
58801,0.002008777121891794
58802,0.9546472715294879
58803,0.008706524249409204
58804,0.4827571031839951
58805,0.9303738474845886
58806,0.018268682346071884
58807,0.0015131584672338288
58808,0.00028649066576769616
58809,0.9952635143114172
58810,0.5592612805573837
58811,0.0072017184904088144
58812,0.008234958635116725
58813,0.002282646909842025
58814,0.002807403833645841
58815,0.0036233974691561384
58816,0.0027753974756468897
58817,0.0009026419518151037
58818,0.010844448338384214
58819,0.005902835856313291
58820,9.611505819244168e-05
58821,0.0015959863409554364
58822,0.00019139451460600205
58823,0.020915199233138042
58824,0.012029608144708302
58825,0.0004459685399366287
58826,0.03143040430934533
58827,0.009094786870738735
58828,0.0024667801942838273
58829,2.1305756867827348e-06
58830,0.00037087477131313585
58831,0.018755796162978462
58832,0.0006645578285552683
58833,0.0004110541080792799
58834,0.006093959850461587
58835,0.9543163144718045
58836,0.0009755646577737618
58837,0.1289564189703568
58838,0.00027578677248169225
58839,0.0012552720120014703
58840,0.0021178559298910523
58841,0.9917190981947858
58842,0.00011953309244152321
58843,0.00018761264325281002
58844,0.01690009738440099
58845,0.012508540535750597
58846,1.0587547402120316e-05
58847,0.997471361056618
58848,0.00024178041919508265
58849,0.025316613240410454
58850,0.0016835903971577468
58851,0.017983217602190765
58852,0.04257950769818347
58853,0.006931396363222081
58854,0.9996883869171143
58855,0.03190206689238118
58856,0.0013642224493315039
58857,0.02958565675046133
58858,0.007486975610094226
58859,0.0049589272264553156
58860,0.013079319260609538
58861,0.0008557056229400511
58862,0.04973053608251655
58863,0.06895429867765178
58864,0.0007469194394576808
58865,0.11156309266453204
58866,0.0027744021246452694
58867,1.5309593278368045e-05
58868,0.003752086473547894
58869,0.0046682801583538885
58870,0.049916321254821254
58871,4.028383709144533e-05
58872,0.02124030596536139
58873,0.0009288997099128724
58874,0.9979302183441494
58875,0.0010424293644301424
58876,0.00021778974484692773
58877,1.6369593469719397e-06
58878,0.3928877183251497
58879,0.0026198324200737734
58880,0.00025716529654209644
58881,0.003797815302791803
58882,0.0003785215983794921
58883,0.525905997525273
58884,0.010683645615759104
58885,0.3731378501524096
58886,2.3888763517670274e-05
58887,0.9948663892953292
58888,0.2416424254036468
58889,0.9636122778705929
58890,0.021753653559995735
58891,0.010882268295339916
58892,0.018042843464923942
58893,0.007138075630949891
